time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
42.525187,-0.4911,0.5901,1.4084,1.604
42.532012,-0.6308,0.5463,1.0837,1.368
42.535442,-0.7396,0.4937,0.7232,1.146
42.538622,-0.8019,0.4568,0.4125,1.011
42.543589,-0.8424,0.4287,0.1466,0.957
42.553168,-0.8925,0.4124,-0.0820,0.987
42.553502,-0.9214,0.3936,-0.2545,1.034
42.557772,-0.9766,0.3727,-0.3519,1.103
42.563150,-1.0484,0.3353,-0.4031,1.172
42.567214,-1.0862,0.2482,-0.4059,1.186
42.571996,-1.1284,0.1881,-0.3676,1.202
42.576155,-1.1530,0.0952,-0.2714,1.188
42.581752,-1.1978,0.0028,-0.1603,1.208
42.586200,-1.2385,-0.1419,-0.0248,1.247
42.590812,-1.2248,-0.3032,0.1833,1.275
42.596641,-1.2140,-0.4646,0.3850,1.356
42.600279,-1.1893,-0.6360,0.5759,1.467
42.604196,-1.1004,-0.7769,0.7562,1.545
42.608948,-1.0142,-0.8878,0.9331,1.639
42.615160,-0.9133,-0.9688,1.0902,1.721
42.618740,-0.7903,-1.0229,1.2469,1.796
42.623447,-0.6901,-1.1223,1.3532,1.889
42.627725,-0.5952,-1.2051,1.4404,1.970
42.634378,-0.4765,-1.3124,1.4491,2.012
42.637278,-0.3741,-1.4134,1.3939,2.020
42.642149,-0.2928,-1.5228,1.2702,2.004
42.659946,-0.2063,-1.6239,1.0972,1.971
42.660458,-0.1988,-1.7170,0.8920,1.945
42.660681,-0.2256,-1.7808,0.6571,1.912
42.660855,-0.2901,-1.8514,0.4452,1.926
42.665806,-0.3890,-1.8835,0.1848,1.932
42.670220,-0.5236,-1.9035,-0.0236,1.974
42.676101,-0.6447,-1.8784,-0.1988,1.996
42.679988,-0.7441,-1.8587,-0.3264,2.028
42.683802,-0.9112,-1.8805,-0.3846,2.125
42.688898,-1.0078,-1.9086,-0.4711,2.209
42.694005,-1.0240,-1.9432,-0.6287,2.285
42.699362,-0.9761,-2.0107,-0.8142,2.379
42.703237,-0.8784,-2.0254,-0.9507,2.404
42.707109,-0.7903,-2.0591,-1.0980,2.464
42.711899,-0.6606,-2.1094,-1.3014,2.565
42.716553,-0.5198,-2.1260,-1.4270,2.613
42.721737,-0.3626,-2.1159,-1.5705,2.660
42.726396,-0.1710,-2.0717,-1.8061,2.754
42.734483,0.0255,-2.0408,-2.1629,2.974
42.735801,0.1800,-1.9936,-2.5191,3.218
42.739954,0.3172,-1.9605,-2.8684,3.489
42.744732,0.4422,-1.8998,-3.2327,3.776
42.759043,0.5241,-1.8800,-3.5961,4.092
42.759448,0.5514,-1.8424,-3.9784,4.419
42.759646,0.5169,-1.8149,-4.3255,4.719
42.763322,0.4185,-1.7848,-4.6378,4.987
42.768151,0.2801,-1.7322,-4.8972,5.202
42.772733,0.1232,-1.7017,-5.0874,5.366
42.777399,-0.0909,-1.6474,-5.2329,5.487
42.782210,-0.3409,-1.5765,-5.2743,5.515
42.787205,-0.5912,-1.5532,-5.2451,5.502
42.792182,-0.8422,-1.4797,-5.1358,5.411
42.798153,-1.0466,-1.4376,-4.9393,5.250
42.800688,-1.2645,-1.3768,-4.7223,5.079
42.805814,-1.4005,-1.3074,-4.4583,4.853
42.810666,-1.4670,-1.2392,-4.1590,4.581
42.816078,-1.5143,-1.1630,-3.8577,4.304
42.819860,-1.5040,-1.0910,-3.5662,4.021
42.824550,-1.4146,-1.0139,-3.2412,3.679
42.829807,-1.3322,-0.9082,-2.8921,3.311
42.835887,-1.2329,-0.8221,-2.4995,2.906
42.838191,-1.1242,-0.7319,-2.0943,2.487
42.842936,-1.0300,-0.6452,-1.6642,2.061
42.863071,-0.9410,-0.5408,-1.1708,1.596
42.863676,-0.8549,-0.4645,-0.6616,1.177
42.863951,-0.7620,-0.4144,-0.1817,0.886
42.864143,-0.7217,-0.3382,0.2835,0.846
42.870013,-0.6546,-0.2746,0.7462,1.030
42.870886,-0.5965,-0.2170,1.1755,1.336
42.875702,-0.5449,-0.2110,1.6123,1.715
42.880370,-0.4567,-0.1852,2.0474,2.106
42.884761,-0.4086,-0.1759,2.4188,2.459
42.890814,-0.3526,-0.1927,2.7481,2.777
42.896364,-0.2859,-0.1904,3.0140,3.033
42.899343,-0.2289,-0.2002,3.1875,3.202
42.904097,-0.2162,-0.1932,3.2662,3.279
42.909184,-0.2204,-0.1860,3.2208,3.234
42.915091,-0.2330,-0.1256,3.0511,3.063
42.917786,-0.2752,-0.0281,2.7949,2.809
42.923326,-0.3376,0.0379,2.5114,2.534
42.928335,-0.3852,0.1211,2.2029,2.240
42.935791,-0.4308,0.2294,1.8808,1.943
42.936245,-0.4491,0.3232,1.5497,1.646
42.940805,-0.4576,0.4581,1.2285,1.389
42.945979,-0.4259,0.6321,0.9765,1.239
42.956795,-0.4337,0.8197,0.8222,1.239
42.957229,-0.4244,0.9946,0.7322,1.306
42.960234,-0.3818,1.1785,0.7230,1.434
42.964879,-0.3089,1.3262,0.8187,1.589
42.969297,-0.2082,1.4446,1.0502,1.798
42.973717,-0.1013,1.5095,1.3749,2.044
42.979348,0.0287,1.5657,1.7835,2.373
42.983249,0.2108,1.5742,2.2404,2.746
42.987759,0.3493,1.5748,2.7727,3.208
42.993381,0.4871,1.5714,3.3018,3.689
42.997393,0.6100,1.5894,3.8142,4.177
43.001876,0.7016,1.6853,4.2695,4.643
43.006991,0.7243,1.8534,4.6683,5.075
43.012032,0.7940,1.9495,4.9463,5.376
43.019015,0.9114,1.9921,5.1231,5.572
43.020592,1.1180,1.9688,5.1918,5.664
43.025020,1.3776,1.8796,5.1573,5.659
43.045030,1.6017,1.7414,5.0700,5.595
43.045608,1.8134,1.6477,4.8724,5.454
43.045819,1.9545,1.5845,4.6602,5.296
43.045999,2.0169,1.5094,4.3878,5.060
43.048562,1.9976,1.4562,4.1340,4.817
43.054037,1.9173,1.3632,3.8913,4.547
43.059200,1.8090,1.2594,3.6693,4.280
43.063515,1.6768,1.0759,3.4821,4.012
43.068355,1.5659,0.8751,3.3318,3.784
43.071887,1.4710,0.6333,3.1922,3.571
43.076615,1.3752,0.4320,3.1013,3.420
43.082386,1.3929,0.2545,3.0636,3.375
43.086523,1.4213,0.1177,3.0313,3.350
43.091020,1.5112,-0.0288,3.0019,3.361
43.095733,1.6227,-0.1587,2.9778,3.395
43.099969,1.7641,-0.2747,2.9351,3.435
43.105099,1.8956,-0.4032,2.8665,3.460
43.109749,1.9988,-0.4917,2.8056,3.480
43.119026,2.0313,-0.5762,2.6974,3.426
43.119576,2.0581,-0.6833,2.5445,3.343
43.123720,2.0724,-0.7674,2.3541,3.229
43.128205,2.0404,-0.8430,2.1023,3.049
43.143542,1.9955,-0.8409,1.8132,2.824
43.143937,1.9230,-0.8758,1.4964,2.589
43.144110,1.8701,-0.9047,1.1713,2.385
43.148727,1.8101,-0.9253,0.8281,2.195
43.151830,1.7543,-0.9421,0.5004,2.053
43.156342,1.6949,-0.9242,0.1739,1.938
43.160634,1.6623,-0.9623,-0.1466,1.926
43.166037,1.6152,-0.9798,-0.4516,1.942
43.170539,1.5773,-0.9815,-0.7483,2.003
43.176216,1.5316,-0.9937,-1.0271,2.095
43.180430,1.5137,-1.0044,-1.2786,2.221
43.184038,1.4927,-1.0160,-1.5122,2.355
43.189287,1.4687,-1.0261,-1.7400,2.498
43.194243,1.4731,-1.0228,-1.9573,2.655
43.200870,1.4731,-1.0087,-2.1304,2.780
43.202709,1.4906,-1.0243,-2.3144,2.937
43.208445,1.5284,-1.0195,-2.5143,3.114
43.212025,1.5603,-1.0538,-2.6677,3.265
43.217484,1.5605,-1.0700,-2.8394,3.412
43.222216,1.5554,-1.0821,-2.9959,3.545
43.226165,1.5504,-1.1190,-3.1636,3.696
43.235367,1.5002,-1.1493,-3.3353,3.833
43.235967,1.4387,-1.1779,-3.5039,3.967
43.240310,1.3351,-1.2190,-3.6743,4.095
43.245393,1.2469,-1.2509,-3.8537,4.239
43.257201,1.2007,-1.2904,-4.0493,4.416
43.257689,1.1295,-1.3325,-4.2828,4.625
43.259274,1.0645,-1.3815,-4.4873,4.814
43.264118,0.9695,-1.3941,-4.6918,4.990
43.268085,0.8661,-1.4252,-4.8845,5.161
43.272756,0.7686,-1.4217,-5.0896,5.340
43.277667,0.7032,-1.3977,-5.2857,5.512
43.284521,0.5933,-1.4128,-5.4611,5.672
43.287401,0.5009,-1.4187,-5.6113,5.809
43.291639,0.3684,-1.3840,-5.7221,5.899
43.296323,0.2361,-1.3373,-5.7914,5.948
43.301801,0.1180,-1.2832,-5.8194,5.960
43.306163,-0.0077,-1.2310,-5.7943,5.924
43.310740,-0.1002,-1.1902,-5.7639,5.886
43.318097,-0.1810,-1.1226,-5.7261,5.838
43.319656,-0.2576,-1.0591,-5.6235,5.728
43.324210,-0.3226,-1.0046,-5.4776,5.578
43.329131,-0.3784,-0.9496,-5.3124,5.410
43.343127,-0.4057,-0.8846,-5.0991,5.191
43.343546,-0.4213,-0.8385,-4.8353,4.925
43.343769,-0.4300,-0.7923,-4.5663,4.654
43.348287,-0.4678,-0.7322,-4.2153,4.304
43.352256,-0.4919,-0.6608,-3.8300,3.918
43.357950,-0.4975,-0.5809,-3.4532,3.537
43.362781,-0.5181,-0.4907,-2.9865,3.071
43.366336,-0.5297,-0.3836,-2.5300,2.613
43.370957,-0.5317,-0.3127,-2.1026,2.191
43.377236,-0.5091,-0.1850,-1.7088,1.793
43.381306,-0.4543,-0.0870,-1.3867,1.462
43.385737,-0.3857,0.0049,-1.1313,1.195
43.389849,-0.3174,0.0958,-0.9066,0.965
43.396729,-0.2518,0.1425,-0.7344,0.789
43.399868,-0.1983,0.2293,-0.5574,0.634
43.404430,-0.1645,0.3132,-0.4330,0.559
43.409539,-0.1841,0.3754,-0.3302,0.533
43.414465,-0.2451,0.4280,-0.2301,0.544
43.418048,-0.3453,0.4956,-0.1353,0.619
43.422464,-0.4731,0.5472,-0.0197,0.724
43.427714,-0.5999,0.6284,0.1048,0.875
43.437652,-0.7067,0.6985,0.2309,1.020
43.438214,-0.8703,0.7267,0.3706,1.193
43.441436,-0.9997,0.7248,0.5573,1.355
43.446517,-1.1288,0.7333,0.7386,1.535
43.456758,-1.2626,0.7139,0.9361,1.726
43.457122,-1.3964,0.7045,1.1476,1.940
43.459984,-1.5212,0.7240,1.3564,2.163
43.465342,-1.6088,0.7652,1.5889,2.387
43.469502,-1.6744,0.8038,1.8716,2.637
43.476157,-1.7065,0.8516,2.1352,2.863
43.479675,-1.6676,0.8917,2.3870,3.045
43.484449,-1.5915,0.9406,2.6367,3.220
43.488222,-1.4427,0.9981,2.9299,3.415
43.492655,-1.2978,1.0685,3.2451,3.655
43.498276,-1.1011,1.1443,3.5492,3.888
43.502021,-0.9023,1.1937,3.8066,4.090
43.507294,-0.7130,1.2762,4.0151,4.273
43.512391,-0.4943,1.3484,4.1749,4.415
43.520058,-0.2724,1.4388,4.2959,4.539
43.523702,-0.0490,1.5710,4.3613,4.636
43.529186,0.1502,1.6997,4.3617,4.684
43.531664,0.3498,1.8247,4.3018,4.686
43.554897,0.5550,1.9395,4.1505,4.615
43.555807,0.7824,2.0325,3.9434,4.505
43.556154,0.9720,2.1379,3.6922,4.376
43.556494,1.0851,2.1919,3.4539,4.232
43.556775,1.1975,2.2215,3.2329,4.101
43.558092,1.2296,2.1868,3.0409,3.942
43.563003,1.2454,2.1289,2.9253,3.826
43.567485,1.2255,2.0507,2.8882,3.748
43.572779,1.1673,1.9072,2.9462,3.699
43.577722,1.0451,1.7125,3.0441,3.646
43.584501,0.9148,1.5143,3.2466,3.697
43.586378,0.7034,1.3096,3.4487,3.755
43.591261,0.5365,1.1192,3.6220,3.829
43.596206,0.3196,0.9569,3.7309,3.865
43.600301,0.0944,0.7982,3.7806,3.865
43.605122,-0.1191,0.6593,3.7282,3.788
43.610162,-0.3281,0.5831,3.5215,3.584
43.620585,-0.4686,0.4886,3.2059,3.277
43.629221,-0.5562,0.4525,2.8100,2.900
43.629523,-0.5847,0.4086,2.3983,2.502
43.629689,-0.6203,0.4316,1.9442,2.086
43.636216,-0.6089,0.4598,1.5095,1.691
43.637761,-0.5994,0.4819,1.1562,1.389
43.642032,-0.5639,0.5414,0.8576,1.160
43.647761,-0.5576,0.5742,0.6134,1.008
43.652106,-0.5711,0.5660,0.4281,0.911
43.657394,-0.6018,0.4981,0.3207,0.844
43.661812,-0.6447,0.4591,0.2959,0.845
43.666656,-0.6950,0.3749,0.3271,0.855
43.670678,-0.7522,0.2742,0.3952,0.893
43.676223,-0.8133,0.1351,0.5194,0.974
43.680820,-0.8752,-0.0068,0.6377,1.083
43.684964,-0.9205,-0.1710,0.7718,1.213
43.688952,-0.9610,-0.3220,0.9363,1.380
43.694460,-0.9560,-0.4792,1.0786,1.519
43.698740,-0.9200,-0.5879,1.1990,1.622
43.703064,-0.8552,-0.6821,1.2857,1.688
43.708300,-0.7592,-0.7764,1.3726,1.750
43.713441,-0.6197,-0.8281,1.4047,1.744
43.719364,-0.5056,-0.8664,1.4015,1.723
43.725270,-0.3329,-0.8986,1.4228,1.715
43.726341,-0.1637,-0.9227,1.4543,1.730
43.748122,-0.0075,-0.9726,1.3554,1.668
43.748508,0.1311,-1.0268,1.2362,1.612
43.748668,0.2567,-1.1262,1.0968,1.593
43.748791,0.3622,-1.1922,0.9349,1.558
43.753140,0.3996,-1.2414,0.6815,1.471
43.755877,0.3855,-1.3003,0.4179,1.419
43.759106,0.3530,-1.3474,0.1656,1.403
43.764586,0.2728,-1.3659,-0.0226,1.393
43.769531,0.1947,-1.4037,-0.2829,1.445
43.774591,0.0704,-1.4513,-0.5388,1.550
43.777944,-0.0500,-1.5182,-0.7829,1.709
43.783622,-0.1573,-1.6069,-1.0247,1.912
43.787921,-0.2615,-1.6673,-1.2976,2.129
43.792474,-0.3579,-1.7519,-1.5487,2.366
43.797638,-0.4876,-1.8298,-1.7613,2.586
43.801545,-0.5578,-1.9224,-1.9808,2.816
43.806006,-0.5997,-2.0297,-2.2117,3.061
43.810468,-0.6684,-2.1230,-2.4349,3.299
43.818322,-0.7087,-2.1926,-2.6551,3.516
43.820056,-0.6318,-2.2767,-2.9322,3.766
43.825283,-0.5903,-2.3391,-3.2280,4.030
43.829813,-0.4880,-2.3746,-3.5022,4.259
43.842626,-0.4106,-2.4306,-3.7908,4.522
43.843124,-0.3242,-2.4586,-4.1137,4.803
43.844367,-0.2811,-2.4840,-4.4329,5.089
43.854445,-0.2142,-2.5276,-4.7540,5.388
43.854781,-0.1616,-2.5646,-4.9821,5.606
43.857384,-0.1808,-2.5656,-5.1106,5.721
43.861865,-0.2119,-2.5324,-5.2120,5.799
43.867350,-0.2499,-2.4642,-5.3085,5.858
43.871704,-0.3328,-2.4132,-5.3313,5.861
43.875930,-0.4024,-2.3648,-5.2763,5.796
43.880650,-0.4892,-2.3261,-5.2155,5.732
43.885360,-0.5875,-2.3042,-5.0920,5.620
43.890464,-0.6108,-2.2847,-4.9348,5.472
43.896268,-0.6782,-2.2417,-4.7653,5.310
43.899626,-0.7370,-2.2113,-4.5048,5.072
43.904046,-0.8254,-2.1841,-4.2581,4.856
43.911285,-0.8646,-2.1103,-4.0204,4.622
43.913997,-0.9576,-2.0381,-3.7866,4.406
43.918203,-0.9974,-1.9200,-3.5252,4.136
43.922751,-1.0396,-1.7992,-3.2551,3.862
43.927476,-1.0850,-1.6427,-2.9446,3.542
43.933087,-1.1198,-1.4580,-2.6245,3.204
43.937632,-1.1539,-1.2835,-2.3209,2.892
43.941419,-1.1662,-1.1074,-2.0240,2.585
43.946107,-1.2216,-0.9801,-1.7144,2.322
43.950741,-1.2397,-0.7943,-1.3725,2.013
43.955913,-1.2068,-0.6385,-1.0555,1.726
43.960070,-1.1759,-0.5008,-0.7536,1.484
43.965315,-1.1640,-0.3290,-0.3948,1.272
43.969550,-1.1354,-0.1880,-0.0146,1.151
43.975370,-1.0883,-0.0539,0.4134,1.165
43.978656,-1.0798,0.0680,0.8058,1.349
43.983613,-1.0000,0.1297,1.2442,1.602
43.988069,-0.8508,0.1980,1.6663,1.881
43.992829,-0.6886,0.2747,2.0342,2.165
43.998336,-0.5266,0.3144,2.3357,2.415
44.002621,-0.3607,0.3791,2.5537,2.607
44.006809,-0.1752,0.4138,2.6905,2.728
44.011699,-0.0244,0.4835,2.7790,2.821
44.020489,0.1401,0.5739,2.8358,2.897
44.020972,0.3067,0.6494,2.8343,2.924
44.025694,0.4324,0.7057,2.7289,2.852
44.030848,0.5099,0.7981,2.6151,2.781
44.035774,0.5360,0.8436,2.5045,2.697
44.039691,0.4576,0.9502,2.3924,2.615
44.044146,0.3455,1.0561,2.2929,2.548
44.049895,0.2397,1.2216,2.2753,2.594
44.054129,0.1774,1.3727,2.3061,2.690
44.058761,0.1678,1.4811,2.4233,2.845
44.062796,0.1962,1.5732,2.5816,3.030
44.067758,0.2602,1.6177,2.8169,3.259
44.073114,0.3360,1.6383,3.0958,3.519
44.078126,0.4478,1.6562,3.3757,3.787
44.082318,0.5317,1.7137,3.7235,4.133
44.086342,0.6408,1.7434,4.0130,4.422
44.090997,0.7683,1.7876,4.2756,4.697
44.095919,0.9215,1.8317,4.5188,4.962
44.102177,1.0671,1.8250,4.7069,5.160
44.105116,1.2314,1.8174,4.8308,5.306
44.109752,1.3594,1.7898,4.9432,5.430
44.118223,1.4271,1.7824,4.9988,5.496
44.119061,1.4153,1.7879,5.0577,5.548
44.124508,1.3810,1.7658,5.1198,5.589
44.129532,1.3429,1.7328,5.1375,5.586
44.136240,1.2335,1.6865,5.1706,5.577
44.137863,1.1650,1.5672,5.1929,5.548
44.142771,1.0628,1.4322,5.2331,5.529
44.147026,0.9933,1.2387,5.2673,5.501
44.161546,0.8676,1.0319,5.2982,5.467
44.161942,0.8024,0.8285,5.3042,5.428
44.162151,0.6850,0.6761,5.3597,5.445
44.167882,0.5966,0.5096,5.3357,5.393
44.170963,0.5369,0.4029,5.3473,5.389
44.175370,0.4745,0.3148,5.3682,5.398
44.179766,0.4522,0.2568,5.3103,5.336
44.184821,0.5226,0.1834,5.2359,5.265
44.190234,0.6926,0.1301,5.0998,5.148
44.196135,0.9218,0.0656,4.9307,5.017
44.199246,1.1938,-0.0053,4.7263,4.875
44.203195,1.5183,-0.0899,4.4532,4.706
44.207860,1.8410,-0.1546,4.1303,4.525
44.213533,2.1503,-0.2064,3.7291,4.310
44.221033,2.4589,-0.2499,3.2613,4.092
44.221805,2.7551,-0.2582,2.7267,3.885
44.226676,2.9938,-0.2739,2.1393,3.690
44.232085,3.1992,-0.2939,1.5419,3.564
44.242218,3.3359,-0.3461,0.9078,3.474
44.242529,3.3824,-0.4205,0.3418,3.426
44.246605,3.3346,-0.4808,-0.2233,3.376
44.253597,3.2309,-0.5623,-0.7424,3.362
44.255857,3.0809,-0.6769,-1.2683,3.400
44.259712,2.8802,-0.7811,-1.7606,3.465
44.264603,2.6598,-0.8793,-2.2075,3.567
44.270632,2.4314,-0.9882,-2.6213,3.709
44.273702,2.1754,-1.0619,-2.9948,3.851
44.278187,1.9248,-1.1314,-3.2924,3.978
44.282778,1.6817,-1.1965,-3.5596,4.115
44.287710,1.4648,-1.2550,-3.7892,4.252
44.292363,1.2498,-1.2997,-4.0124,4.399
44.299409,1.0890,-1.3451,-4.1620,4.508
44.301595,0.9558,-1.3744,-4.3243,4.637
44.306530,0.8498,-1.4094,-4.4273,4.723
44.311157,0.7997,-1.4360,-4.5044,4.795
44.316039,0.7625,-1.4972,-4.5605,4.860
44.320454,0.7622,-1.5240,-4.6336,4.937
44.325249,0.7417,-1.5595,-4.6950,5.002
44.329736,0.7275,-1.5587,-4.7613,5.062
44.338538,0.7056,-1.6100,-4.8038,5.115
44.339047,0.6739,-1.6228,-4.8583,5.166
44.343560,0.6350,-1.6568,-4.9009,5.212
44.349835,0.6010,-1.6836,-4.9244,5.239
44.354102,0.5334,-1.6649,-4.9240,5.225
44.357689,0.4802,-1.6583,-4.9377,5.231
44.362080,0.3914,-1.6065,-4.9872,5.254
44.366972,0.2934,-1.5859,-5.0604,5.311
44.371666,0.2413,-1.5297,-5.1431,5.371
44.376508,0.1513,-1.4568,-5.2519,5.452
44.381035,0.0947,-1.4052,-5.3321,5.515
44.385815,0.0232,-1.3509,-5.3884,5.555
44.390198,-0.0681,-1.2554,-5.4331,5.577
44.395542,-0.1053,-1.1614,-5.5117,5.634
44.400214,-0.1482,-1.0448,-5.5431,5.643
44.404470,-0.2043,-0.9628,-5.5299,5.617
44.409023,-0.2544,-0.8505,-5.5488,5.619
44.413798,-0.3127,-0.7483,-5.5068,5.566
44.418510,-0.3266,-0.6681,-5.4613,5.512
44.423173,-0.3562,-0.5977,-5.3839,5.429
44.427784,-0.3728,-0.5441,-5.2411,5.282
44.435382,-0.3982,-0.4475,-5.0666,5.102
44.437119,-0.4210,-0.3362,-4.8557,4.886
44.441828,-0.3982,-0.2461,-4.5536,4.578
44.446512,-0.4209,-0.1053,-4.2009,4.223
44.452396,-0.4339,0.0141,-3.7785,3.803
44.456168,-0.3816,0.1214,-3.3150,3.339
44.460648,-0.2941,0.2402,-2.8771,2.902
44.465135,-0.1610,0.3273,-2.4028,2.430
44.469926,-0.0796,0.4086,-1.9420,1.986
44.475654,0.0585,0.4359,-1.4850,1.549
44.479170,0.1173,0.5045,-1.0292,1.152
44.483933,0.2191,0.5617,-0.5890,0.843
44.488544,0.2779,0.6358,-0.1568,0.711
44.493176,0.3105,0.7171,0.2386,0.817
44.498094,0.3049,0.8053,0.6310,1.068
44.502479,0.2707,0.8956,1.0348,1.395
44.507151,0.2219,0.9469,1.4431,1.740
44.511815,0.1776,1.0139,1.8488,2.116
44.517337,0.1108,1.0103,2.2907,2.506
44.523455,0.0071,0.9929,2.7426,2.917
44.526081,-0.0382,0.9901,3.1212,3.275
44.537990,-0.0942,0.9776,3.4363,3.574
44.538402,-0.1701,0.9311,3.6810,3.801
44.539856,-0.2946,0.9101,3.8722,3.989
44.544724,-0.4103,0.8931,3.9933,4.112
44.549745,-0.5272,0.9181,4.0827,4.218
44.555364,-0.6576,0.9997,4.1117,4.282
44.558615,-0.7564,1.0758,4.0732,4.280
44.563421,-0.8148,1.1250,4.0054,4.239
44.568928,-0.8188,1.2003,3.8821,4.145
44.572916,-0.7742,1.2445,3.7654,4.041
44.577375,-0.6787,1.2246,3.6215,3.883
44.583115,-0.5110,1.2124,3.4696,3.711
44.586791,-0.2851,1.2369,3.2952,3.531
44.591485,-0.0864,1.2457,3.1100,3.351
44.595921,0.0642,1.2674,2.9188,3.183
44.600767,0.1717,1.2999,2.7596,3.055
44.605333,0.2673,1.3602,2.5772,2.926
44.610061,0.3127,1.4268,2.4075,2.816
44.617390,0.3678,1.5383,2.2217,2.727
44.621345,0.3804,1.5848,2.0315,2.604
44.623896,0.3630,1.6741,1.7985,2.484
44.628691,0.2871,1.7537,1.5992,2.391
44.633412,0.1956,1.8261,1.4215,2.322
44.638152,0.1384,1.8940,1.1888,2.240
44.642701,0.1124,1.9650,0.9560,2.188
44.647365,0.0929,2.0299,0.7539,2.167
44.651937,0.0960,2.0746,0.6183,2.167
44.657187,0.1162,2.0899,0.5155,2.156
44.661483,0.1769,2.0448,0.5076,2.114
44.667039,0.2685,1.9966,0.5324,2.084
44.670845,0.3529,1.8929,0.6160,2.022
44.675728,0.4020,1.7528,0.7417,1.945
44.680181,0.4288,1.6000,0.9261,1.898
44.684987,0.3798,1.3984,1.1069,1.823
44.689612,0.2471,1.1909,1.2795,1.765
44.695348,0.0083,0.9438,1.4269,1.711
44.698888,-0.3048,0.7071,1.5278,1.711
44.703721,-0.6347,0.4856,1.5801,1.771
44.708218,-1.0030,0.2935,1.5501,1.869
44.712734,-1.3050,0.1575,1.4427,1.952
44.719202,-1.5988,0.0322,1.2843,2.051
44.723057,-1.8113,-0.1058,1.1322,2.139
44.726997,-1.9936,-0.2753,0.9432,2.223
44.731761,-2.1010,-0.4163,0.7889,2.283
44.738746,-2.2612,-0.4998,0.7099,2.422
44.741035,-2.4032,-0.5615,0.7132,2.569
44.745570,-2.5708,-0.5799,0.7126,2.730
44.750236,-2.7551,-0.5597,0.7250,2.903
44.755559,-2.9211,-0.5369,0.8269,3.083
44.759665,-3.0022,-0.4926,0.9443,3.185
44.764165,-2.9701,-0.4959,1.0221,3.180
44.768983,-2.8419,-0.5206,1.1153,3.097
44.773973,-2.6441,-0.5378,1.2479,2.973
44.778439,-2.3889,-0.5954,1.4103,2.837
44.783679,-2.1335,-0.6673,1.6360,2.770
44.787812,-1.8725,-0.7823,1.9253,2.797
44.792358,-1.6242,-0.8886,2.2567,2.919
44.797787,-1.4040,-1.0178,2.5876,3.115
44.801994,-1.1985,-1.1563,2.9232,3.364
44.806361,-0.9925,-1.2524,3.2590,3.630
44.811079,-0.8356,-1.3812,3.5811,3.928
44.818018,-0.7129,-1.4621,3.8088,4.142
44.820446,-0.6147,-1.5675,3.9352,4.280
44.825307,-0.4951,-1.6553,3.9872,4.345
44.829845,-0.3829,-1.7331,3.9388,4.320
44.836600,-0.2924,-1.7872,3.7522,4.166
44.839168,-0.2648,-1.8513,3.4969,3.966
44.843831,-0.2984,-1.8801,3.1946,3.719
44.848566,-0.3481,-1.8857,2.8289,3.418
44.853213,-0.3930,-1.8942,2.4379,3.112
44.858933,-0.4407,-1.9008,2.0192,2.808
44.862445,-0.4461,-1.9027,1.5895,2.519
44.867536,-0.4267,-1.9286,1.0987,2.260
44.872113,-0.4014,-1.9468,0.5657,2.067
44.876625,-0.3752,-1.9547,0.0310,1.991
44.881253,-0.2907,-1.9446,-0.5223,2.034
44.885965,-0.2220,-1.9446,-1.0729,2.232
44.891580,-0.1524,-1.9612,-1.6020,2.537
44.895686,-0.0868,-1.9366,-2.1220,2.874
44.900853,-0.0324,-1.9607,-2.6164,3.270
44.905167,-0.0036,-1.9231,-3.0833,3.634
44.910012,-0.0099,-1.9046,-3.4822,3.969
44.915295,-0.0178,-1.8497,-3.8256,4.249
44.918869,-0.0008,-1.8154,-4.1473,4.527
44.923575,0.0054,-1.7605,-4.4451,4.781
44.927957,-0.0037,-1.7038,-4.6622,4.964
44.934943,-0.0303,-1.6474,-4.8177,5.092
44.937433,-0.0932,-1.6271,-4.9360,5.198
44.942100,-0.1587,-1.6258,-5.0293,5.288
44.946775,-0.1979,-1.6170,-5.1000,5.354
44.951793,-0.2634,-1.5839,-5.1173,5.363
44.956029,-0.3192,-1.5671,-5.0719,5.318
44.960679,-0.3627,-1.5284,-4.9876,5.229
44.965681,-0.3988,-1.4917,-4.8956,5.133
44.970002,-0.4416,-1.4262,-4.7767,5.005
44.975975,-0.4626,-1.3629,-4.6143,4.834
44.979690,-0.5048,-1.3357,-4.4177,4.643
44.986195,-0.5208,-1.3183,-4.1844,4.418
44.989142,-0.5441,-1.2634,-3.9000,4.135
44.993514,-0.6133,-1.2117,-3.5953,3.843
44.999393,-0.6493,-1.1923,-3.2558,3.528
45.003216,-0.7074,-1.1601,-2.9053,3.207
45.012434,-0.7348,-1.1537,-2.5482,2.892
45.012998,-0.7842,-1.1374,-2.2012,2.599
45.020565,-0.7913,-1.1139,-1.8952,2.336
45.021731,-0.8227,-1.0927,-1.6133,2.115
45.027255,-0.8642,-1.0572,-1.3436,1.916
45.031365,-0.8965,-1.0337,-1.0453,1.722
45.043677,-0.9338,-0.9889,-0.7496,1.553
45.043987,-0.9663,-0.9371,-0.4732,1.427
45.044791,-0.9767,-0.8879,-0.1898,1.334
45.050922,-0.9670,-0.7937,0.0598,1.252
45.055786,-0.9511,-0.7334,0.2972,1.237
45.059000,-0.9427,-0.6735,0.5365,1.277
45.063936,-0.9201,-0.6045,0.7348,1.324
